entrez_gene_ida	symbol_a	entrez_gene_idb	symbol_b
2235	FECH	2235	FECH
598	BCL2L1	1191	CLU
6757	SSX2	117177	RAB3IP
3692	EIF6	9315	NREP
4593	MUSK	23345	SYNE1
7013	TERF1	26277	TINF2
5531	PPP4C	7189	TRAF6
6774	STAT3	10295	BCKDK
3164	NR4A1	10549	PRDX4
22897	CEP164	80212	CCDC92
373	TRIM23	9266	CYTH2
10675	CSPG5	57120	GOPC
5601	MAPK9	6416	MAP2K4
196	AHR	5925	RB1
5300	PIN1	5347	PLK1
595	CCND1	4176	MCM7
7323	UBE2D3	84675	TRIM55
8027	STAM	10617	STAMBP
4703	NEB	84676	TRIM63
177	AGER	6285	S100B
4193	MDM2	6135	RPL11
57215	THAP11	57215	THAP11
5970	RELA	10401	PIAS3
1788	DNMT3A	7329	UBE2I
896	CCND3	1026	CDKN1A
4035	LRP1	23542	MAPK8IP2
7428	VHL	9162	DGKI
663	BNIP2	663	BNIP2
1829	DSG2	11187	PKP3
1460	CSNK2B	9332	CD163
4905	NSF	8774	NAPG
701	BUB1B	9184	BUB3
2782	GNB1	2786	GNG4
4615	MYD88	8772	FADD
902	CCNH	1017	CDK2
3096	HIVEP1	4088	SMAD3
23090	ZNF423	80184	CEP290
7518	XRCC4	7518	XRCC4
7159	TP53BP2	10413	YAP1
8569	MKNK1	8672	EIF4G3
23624	CBLC	83737	ITCH
351	APP	6464	SHC1
1387	CREBBP	3064	HTT
10484	SEC23A	10802	SEC24A
843	CASP10	8772	FADD
10093	ARPC4	10094	ARPC3
9039	UBA3	9040	UBE2M
56957	OTUD7B	152137	CCDC50
9978	RBX1	26259	FBXW8
575	BAI1	9223	MAGI1
3122	HLA-DRA	3123	HLA-DRB1
3065	HDAC1	5371	PML
1050	CEBPA	10538	BATF
10036	CHAF1A	10036	CHAF1A
5914	RARA	23532	PRAME
4171	MCM2	4175	MCM6
3981	LIG4	55325	UFSP2
5036	PA2G4	8091	HMGA2
25942	SIN3A	64426	SUDS3
2316	FLNA	5663	PSEN1
5889	RAD51C	5892	RAD51D
3500	IGHG1	3500	IGHG1
207	AKT1	4846	NOS3
2099	ESR1	80854	SETD7
8936	WASF1	23191	CYFIP1
23770	FKBP8	54583	EGLN1
598	BCL2L1	5501	PPP1CC
467	ATF3	10013	HDAC6
5798	PTPRN	5802	PTPRS
8065	CUL5	9978	RBX1
2885	GRB2	7431	VIM
408	ARRB1	5606	MAP2K3
898	CCNE1	8452	CUL3
2623	GATA1	23414	ZFPM2
3516	RBPJ	22938	SNW1
196	AHR	8648	NCOA1
1788	DNMT3A	29947	DNMT3L
638	BIK	4170	MCL1
309	ANXA6	5921	RASA1
54331	GNG2	59345	GNB4
4915	NTRK2	8440	NCK2
207	AKT1	6198	RPS6KB1
8452	CUL3	8452	CUL3
4830	NME1	4831	NME2
6100	RP9	9541	CIR1
1000	CDH2	2768	GNA12
1856	DVL2	8312	AXIN1
331	XIAP	7334	UBE2N
894	CCND2	1017	CDK2
2078	ERG	9869	SETDB1
2006	ELN	4015	LOX
466	ATF1	1459	CSNK2A2
5576	PRKAR2A	10564	ARFGEF2
207	AKT1	117145	THEM4
4739	NEDD9	5747	PTK2
998	CDC42	50855	PARD6A
900	CCNG1	10318	TNIP1
3480	IGF1R	4193	MDM2
5469	MED1	7067	THRA
30851	TAX1BP3	80279	CDK5RAP3
5694	PSMB6	5695	PSMB7
4174	MCM5	4176	MCM7
1729	DIAPH1	5311	PKD2
356	FASLG	4067	LYN
22954	TRIM32	84062	DTNBP1
5873	RAB27A	79083	MLPH
5394	EXOSC10	56915	EXOSC5
1029	CDKN2A	5702	PSMC3
5685	PSMA4	51371	POMP
4313	MMP2	7077	TIMP2
6790	AURKA	10460	TACC3
5684	PSMA3	8945	BTRC
7314	UBB	23163	GGA3
4188	MDFI	4617	MYF5
6206	RPS12	8517	IKBKG
3842	TNPO1	5901	RAN
6310	ATXN1	8812	CCNK
2011	MARK2	65018	PINK1
1054	CEBPG	10538	BATF
7534	YWHAZ	28954	REM1
6667	SP1	10291	SF3A1
22976	PAXIP1	51726	DNAJB11
6294	SAFB	8148	TAF15
467	ATF3	468	ATF4
3725	JUN	116071	BATF2
4089	SMAD4	51588	PIAS4
9638	FEZ1	57562	KIAA1377
283	ANG	10468	FST
94	ACVRL1	23089	PEG10
27185	DISC1	57731	SPTBN4
6810	STX4	9341	VAMP3
10403	NDC80	220134	SKA1
117854	TRIM6	117854	TRIM6
10459	MAD2L2	55249	YY1AP1
2101	ESRRA	6714	SRC
1017	CDK2	4999	ORC2
6606	SMN1	6606	SMN1
332	BIRC5	55143	CDCA8
331	XIAP	331	XIAP
2885	GRB2	3309	HSPA5
1029	CDKN2A	6521	SLC4A1
65078	RTN4R	79932	KIAA0319L
51765	STK26	51765	STK26
4690	NCK1	6654	SOS1
23327	NEDD4L	65125	WNK1
5704	PSMC4	5716	PSMD10
10673	TNFSF13B	10673	TNFSF13B
3320	HSP90AA1	26973	CHORDC1
567	B2M	3077	HFE
10919	EHMT2	11335	CBX3
3831	KLC1	23162	MAPK8IP3
2185	PTK2B	9600	PITPNM1
1616	DAXX	4089	SMAD4
4173	MCM4	4173	MCM4
5347	PLK1	29127	RACGAP1
29979	UBQLN1	56893	UBQLN4
7323	UBE2D3	11074	TRIM31
10523	CHERP	11338	U2AF2
1454	CSNK1E	81610	FAM83D
1649	DDIT3	3725	JUN
896	CCND3	27335	EIF3K
1107	CHD3	22927	HABP4
351	APP	23542	MAPK8IP2
572	BAD	7534	YWHAZ
10946	SF3A3	140890	SREK1
9516	LITAF	51741	WWOX
2316	FLNA	3688	ITGB1
27339	PRPF19	112399	EGLN3
27429	HTRA2	51079	NDUFA13
27338	UBE2S	27338	UBE2S
8027	STAM	9146	HGS
598	BCL2L1	8739	HRK
4313	MMP2	7058	THBS2
4089	SMAD4	8928	FOXH1
3065	HDAC1	55806	HR
5824	PEX19	5825	ABCD3
2521	FUS	3609	ILF3
2065	ERBB3	5999	RGS4
3486	IGFBP3	6256	RXRA
8318	CDC45	23595	ORC3
6602	SMARCD1	7157	TP53
8454	CUL1	8454	CUL1
8991	SELENBP1	23032	USP33
4703	NEB	84665	MYPN
83666	PARP9	151636	DTX3L
708	C1QBP	57506	MAVS
2908	NR3C1	9729	KIAA0408
367	AR	1644	DDC
4734	NEDD4	7805	LAPTM5
4088	SMAD3	5300	PIN1
22836	RHOBTB3	23221	RHOBTB2
11186	RASSF1	11186	RASSF1
3561	IL2RG	3600	IL15
1785	DNM2	22941	SHANK2
10902	BRD8	55257	MRGBP
6636	SNRPF	6637	SNRPG
5111	PCNA	5425	POLD2
1314	COPA	9276	COPB2
2274	FHL2	27332	ZNF638
5193	PEX12	5830	PEX5
1460	CSNK2B	6199	RPS6KB2
408	ARRB1	1213	CLTC
1616	DAXX	3065	HDAC1
6629	SNRPB2	57794	SUGP1
9014	TAF1B	80764	THAP7
2638	GC	2638	GC
1803	DPP4	1803	DPP4
3561	IL2RG	3574	IL7
4486	MST1R	7534	YWHAZ
4685	NCAM2	4685	NCAM2
5893	RAD52	5893	RAD52
26088	GGA1	55297	CCDC91
8659	ALDH4A1	8659	ALDH4A1
3604	TNFRSF9	7185	TRAF1
7322	UBE2D2	7706	TRIM25
3717	JAK2	8651	SOCS1
988	CDC5L	1029	CDKN2A
6356	CCL11	6356	CCL11
4999	ORC2	23595	ORC3
7273	TTN	339855	KY
4691	NCL	140890	SREK1
8449	DHX16	27238	GPKOW
3603	IL16	3759	KCNJ2
7157	TP53	7329	UBE2I
1660	DHX9	26993	AKAP8L
4288	MKI67	56992	KIF15
142	PARP1	7150	TOP1
5371	PML	7329	UBE2I
8517	IKBKG	9341	VAMP3
916	CD3E	54869	EPS8L1
4149	MAX	5500	PPP1CB
493	ATP2B4	1742	DLG4
4209	MEF2D	10971	YWHAQ
1956	EGFR	3320	HSP90AA1
6732	SRPK1	91746	YTHDC1
2475	MTOR	2923	PDIA3
7534	YWHAZ	8470	SORBS2
1616	DAXX	8405	SPOP
5156	PDGFRA	56034	PDGFC
2049	EPHB3	2534	FYN
773	CACNA1A	347733	TUBB2B
998	CDC42	8976	WASL
3014	H2AFX	7014	TERF2
207	AKT1	2175	FANCA
5071	PARK2	5710	PSMD4
2318	FLNC	8291	DYSF
81	ACTN4	57554	LRRC7
23327	NEDD4L	80306	MED28
5422	POLA1	5937	RBMS1
329	BIRC2	7322	UBE2D2
4853	NOTCH2	9794	MAML1
5581	PRKCE	10399	GNB2L1
7133	TNFRSF1B	7186	TRAF2
7277	TUBA4A	90627	STARD13
11043	MID2	11043	MID2
6531	SLC6A3	6531	SLC6A3
5347	PLK1	11143	KAT7
8797	TNFRSF10A	116985	ARAP1
1617	DAZ1	26528	DAZAP1
1815	DRD4	4690	NCK1
8648	NCOA1	79447	PAGR1
8874	ARHGEF7	9459	ARHGEF6
10980	COPS6	51138	COPS4
7006	TEC	8651	SOCS1
3064	HTT	9322	TRIP10
11340	EXOSC8	51010	EXOSC3
2104	ESRRG	10891	PPARGC1A
5170	PDPK1	5584	PRKCI
23645	PPP1R15A	79004	CUEDC2
1811	SLC26A3	9351	SLC9A3R2
2887	GRB10	5894	RAF1
10320	IKZF1	64375	IKZF4
7088	TLE1	7404	UTY
330	BIRC3	7323	UBE2D3
9092	SART1	23020	SNRNP200
7704	ZBTB16	10159	ATP6AP2
983	CDK1	1163	CKS1B
50863	NTM	50863	NTM
793	CALB1	8517	IKBKG
5717	PSMD11	7375	USP4
9129	PRPF3	10992	SF3B2
4609	MYC	57805	CCAR2
185	AGTR1	7704	ZBTB16
9140	ATG12	55054	ATG16L1
2275	FHL3	51274	KLF3
8737	RIPK1	54476	RNF216
2322	FLT3	8517	IKBKG
7068	THRB	8202	NCOA3
3416	IDE	3481	IGF2
7322	UBE2D2	9867	PJA2
116092	DNTTIP1	116092	DNTTIP1
55660	PRPF40A	79576	NKAP
23451	SF3B1	84991	RBM17
6015	RING1	10336	PCGF3
2273	FHL1	5516	PPP2CB
5932	RBBP8	5934	RBL2
3716	JAK1	6776	STAT5A
81631	MAP1LC3B	84078	KBTBD7
7185	TRAF1	9815	GIT2
4780	NFE2L2	9451	EIF2AK3
2965	GTF2H1	2966	GTF2H2
598	BCL2L1	10018	BCL2L11
3932	LCK	115426	UHRF2
8563	THOC5	9984	THOC1
10399	GNB2L1	57085	AGTRAP
6477	SIAH1	6855	SYP
351	APP	9479	MAPK8IP1
1385	CREB1	23373	CRTC1
7532	YWHAG	9156	EXO1
4298	MLLT1	11091	WDR5
7709	ZBTB17	339967	TMPRSS11A
1759	DNM1	1759	DNM1
2064	ERBB2	55914	ERBB2IP
1398	CRK	5775	PTPN4
9491	PSMF1	54715	RBFOX1
1054	CEBPG	1386	ATF2
23095	KIF1B	90627	STARD13
1453	CSNK1D	55861	DBNDD2
25898	RCHY1	51701	NLK
7323	UBE2D3	55159	RFWD3
811	CALR	7080	NKX2-1
867	CBL	10603	SH2B2
9627	SNCAIP	9627	SNCAIP
3265	HRAS	6655	SOS2
7270	TTF1	11176	BAZ2A
5478	PPIA	5798	PTPRN
672	BRCA1	5931	RBBP7
7189	TRAF6	55658	RNF126
597	BCL2A1	27113	BBC3
8227	AKAP17A	9406	ZRANB2
6757	SSX2	117178	SSX2IP
6203	RPS9	6774	STAT3
8607	RUVBL1	10856	RUVBL2
4734	NEDD4	11052	CPSF6
9638	FEZ1	9638	FEZ1
7029	TFDP2	7531	YWHAE
3612	IMPA1	3612	IMPA1
6599	SMARCC1	6714	SRC
6890	TAP1	8563	THOC5
2099	ESR1	8431	NR0B2
596	BCL2	3164	NR4A1
4690	NCK1	8892	EIF2B2
6427	SRSF2	7307	U2AF1
988	CDC5L	4173	MCM4
10015	PDCD6IP	55165	CEP55
6382	SDC1	6382	SDC1
9267	CYTH1	26034	IPCEF1
25	ABL1	56961	SHD
223	ALDH9A1	672	BRCA1
4502	MT2A	91966	CXorf40A
1457	CSNK2A1	1459	CSNK2A2
5599	MAPK8	5966	REL
4233	MET	5770	PTPN1
9444	QKI	11030	RBPMS
596	BCL2	10134	BCAP31
2690	GHR	5335	PLCG1
2896	GRN	3101	HK3
9140	ATG12	9474	ATG5
7161	TP73	83737	ITCH
595	CCND1	1019	CDK4
5528	PPP2R5D	11200	CHEK2
576	BAI2	2553	GABPB1
9252	RPS6KA5	51776	ZAK
7332	UBE2L3	7337	UBE3A
672	BRCA1	7329	UBE2I
983	CDK1	1033	CDKN3
3198	HOXA1	9363	RAB33A
3326	HSP90AB1	6794	STK11
2892	GRIA3	9463	PICK1
1870	E2F2	7029	TFDP2
4301	MLLT4	5818	PVRL1
6672	SP100	6672	SP100
2104	ESRRG	8204	NRIP1
6464	SHC1	9261	MAPKAPK2
5411	PNN	8899	PRPF4B
317	APAF1	598	BCL2L1
3973	LHCGR	10755	GIPC1
2353	FOS	4150	MAZ
5692	PSMB4	51185	CRBN
3663	IRF5	6449	SGTA
6923	TCEB2	140462	ASB9
5287	PIK3C2B	5987	TRIM27
2099	ESR1	5536	PPP5C
5465	PPARA	9611	NCOR1
367	AR	84458	LCOR
2335	FN1	3486	IGFBP3
999	CDH1	5499	PPP1CA
5894	RAF1	5911	RAP2A
7273	TTN	9172	MYOM2
71	ACTG1	7114	TMSB4X
23405	DICER1	143689	PIWIL4
27063	ANKRD1	84665	MYPN
673	BRAF	7534	YWHAZ
3609	ILF3	23567	ZNF346
9612	NCOR2	10014	HDAC5
6637	SNRPG	6867	TACC1
367	AR	8648	NCOA1
6733	SRPK2	7307	U2AF1
2992	GYG1	2997	GYS1
2887	GRB10	5604	MAP2K1
836	CASP3	836	CASP3
9337	CNOT8	23019	CNOT1
1647	GADD45A	4216	MAP3K4
1639	DCTN1	3832	KIF11
5195	PEX14	5830	PEX5
2886	GRB7	5979	RET
6628	SNRPB	26058	GIGYF2
2261	FGFR3	25970	SH2B1
9500	MAGED1	64219	PJA1
2033	EP300	8648	NCOA1
26986	PABPC1	51247	PAIP2
4780	NFE2L2	9817	KEAP1
8028	MLLT10	8089	YEATS4
331	XIAP	7321	UBE2D1
8743	TNFSF10	8793	TNFRSF10D
2175	FANCA	2188	FANCF
6477	SIAH1	10869	USP19
55081	IFT57	282991	BLOC1S2
5052	PRDX1	5052	PRDX1
2993	GYPA	2993	GYPA
27241	BBS9	54585	LZTFL1
7322	UBE2D2	55658	RNF126
2590	GALNT2	64127	NOD2
9972	NUP153	57510	XPO5
6550	SLC9A3	9351	SLC9A3R2
580	BARD1	2130	EWSR1
1933	EEF1B2	3035	HARS
9246	UBE2L6	255488	RNF144B
5702	PSMC3	5704	PSMC4
2770	GNAI1	6004	RGS16
995	CDC25C	5300	PIN1
4035	LRP1	55022	PID1
2886	GRB7	10456	HAX1
7112	TMPO	8815	BANF1
2064	ERBB2	9463	PICK1
2100	ESR2	6714	SRC
10617	STAMBP	51510	CHMP5
6500	SKP1	9412	MED21
9564	BCAR1	10044	SH2D3C
5371	PML	9611	NCOR1
11141	IL1RAPL1	23413	NCS1
7528	YY1	10138	YAF2
6635	SNRPE	57819	LSM2
3198	HOXA1	3987	LIMS1
5624	PROC	10544	PROCR
1956	EGFR	6464	SHC1
8576	STK16	55577	NAGK
4803	NGF	6272	SORT1
10749	KIF1C	11099	PTPN21
23383	MAU2	25836	NIPBL
558	AXL	5335	PLCG1
5896	RAG1	8290	HIST3H3
10580	SORBS1	10818	FRS2
582	BBS1	23265	EXOC7
3326	HSP90AB1	5245	PHB
5501	PPP1CC	22853	LMTK2
3576	CXCL8	3577	CXCR1
57154	SMURF1	57154	SMURF1
7324	UBE2E1	26994	RNF11
598	BCL2L1	637	BID
1454	CSNK1E	3326	HSP90AB1
27445	PCLO	28964	GIT1
6700	SPRR2A	6714	SRC
403	ARL3	5147	PDE6D
1053	CEBPE	3725	JUN
225	ABCD2	5825	ABCD3
5691	PSMB3	5695	PSMB7
5984	RFC4	5985	RFC5
2786	GNG4	59345	GNB4
1947	EFNB1	8440	NCK2
50616	IL22	50616	IL22
3815	KIT	9306	SOCS6
7329	UBE2I	387893	SETD8
8573	CASK	22895	RPH3A
596	BCL2	5499	PPP1CA
3326	HSP90AB1	8737	RIPK1
1617	DAZ1	22873	DZIP1
596	BCL2	9531	BAG3
5241	PGR	8202	NCOA3
8648	NCOA1	9970	NR1I3
4000	LMNA	26502	NARF
2810	SFN	5894	RAF1
51002	TPRKB	112858	TP53RK
672	BRCA1	6772	STAT1
5192	PEX10	5828	PEX2
182	JAG1	4851	NOTCH1
4302	MLLT6	56893	UBQLN4
58494	JAM2	83700	JAM3
2273	FHL1	4604	MYBPC1
891	CCNB1	991	CDC20
29089	UBE2T	55120	FANCL
4110	MAGEA11	10499	NCOA2
4193	MDM2	4193	MDM2
8877	SPHK1	26750	RPS6KC1
4208	MEF2C	4654	MYOD1
3981	LIG4	10856	RUVBL2
5290	PIK3CA	26060	APPL1
3735	KARS	3921	RPSA
6736	SRY	9351	SLC9A3R2
7415	VCP	9373	PLAA
9978	RBX1	11146	GLMN
6314	ATXN7	23636	NUP62
6311	ATXN2	26986	PABPC1
405	ARNT	6492	SIM1
2962	GTF2F1	2963	GTF2F2
3064	HTT	51466	EVL
409	ARRB2	6553	SLC9A5
9318	COPS2	60491	NIF3L1
1053	CEBPE	7329	UBE2I
54963	UCKL1	127544	RNF19B
1741	DLG3	9419	CRIPT
4751	NEK2	5501	PPP1CC
1050	CEBPA	55509	BATF3
1051	CEBPB	5925	RB1
1937	EEF1G	3035	HARS
2099	ESR1	9611	NCOR1
6663	SOX10	6663	SOX10
5144	PDE4D	6453	ITSN1
1813	DRD2	84687	PPP1R9B
10524	KAT5	25898	RCHY1
3312	HSPA8	6449	SGTA
58529	MYOZ1	84676	TRIM63
5071	PARK2	5134	PDCD2
1409	CRYAA	1411	CRYBA1
257194	NEGR1	257194	NEGR1
3875	KRT18	10049	DNAJB6
7450	VWF	11093	ADAMTS13
25839	COG4	25839	COG4
3568	IL5RA	6386	SDCBP
3569	IL6	3572	IL6ST
1616	DAXX	6934	TCF7L2
9628	RGS6	55929	DMAP1
1026	CDKN1A	4193	MDM2
1997	ELF1	6667	SP1
1386	ATF2	1649	DDIT3
896	CCND3	55388	MCM10
5468	PPARG	23054	NCOA6
2100	ESR2	5536	PPP5C
8317	CDC7	10926	DBF4
634	CEACAM1	1048	CEACAM5
6500	SKP1	6500	SKP1
1385	CREB1	1385	CREB1
675	BRCA2	5888	RAD51
5493	PPL	7431	VIM
6886	TAL1	64100	ELSPBP1
10477	UBE2E3	64320	RNF25
6667	SP1	9612	NCOR2
5174	PDZK1	142680	SLC34A3
25	ABL1	2885	GRB2
7295	TXN	10628	TXNIP
5604	MAP2K1	5894	RAF1
1855	DVL1	8312	AXIN1
2624	GATA2	4005	LMO2
6774	STAT3	6822	SULT2A1
2770	GNAI1	10636	RGS14
462	SERPINC1	462	SERPINC1
3198	HOXA1	84970	C1orf94
958	CD40	51567	TDP2
7442	TRPV1	23557	SNAPIN
7134	TNNC1	7135	TNNI1
10608	MXD4	140290	TCP10L
3265	HRAS	22882	ZHX2
6794	STK11	114790	STK11IP
596	BCL2	598	BCL2L1
4604	MYBPC1	339855	KY
7414	VCL	7846	TUBA1A
5467	PPARD	9612	NCOR2
8878	SQSTM1	80206	FHOD3
596	BCL2	9530	BAG4
2534	FYN	7409	VAV1
5621	PRNP	150209	AIFM3
5610	EIF2AK2	8575	PRKRA
27	ABL2	5335	PLCG1
2770	GNAI1	5905	RANGAP1
23677	SH3BP4	25792	CIZ1
1822	ATN1	10458	BAIAP2
9785	DHX38	27238	GPKOW
3184	HNRNPD	5725	PTBP1
351	APP	8883	NAE1
1739	DLG1	2904	GRIN2B
1460	CSNK2B	5533	PPP3CC
317	APAF1	5499	PPP1CA
9343	EFTUD2	9410	SNRNP40
2645	GCK	2646	GCKR
6456	SH3GL2	10015	PDCD6IP
5692	PSMB4	5695	PSMB7
3953	LEPR	3953	LEPR
7416	VDAC1	7416	VDAC1
4090	SMAD5	64750	SMURF2
7157	TP53	79884	MAP9
7507	XPA	56949	XAB2
517	ATP5G2	23400	ATP13A2
22848	AAK1	23400	ATP13A2
8517	IKBKG	441478	NRARP
30011	SH3KBP1	50807	ASAP1
4646	MYO6	8887	TAX1BP1
26353	HSPB8	126393	HSPB6
8241	RBM10	27238	GPKOW
1540	CYLD	8517	IKBKG
8655	DYNLL1	8655	DYNLL1
5371	PML	5371	PML
64375	IKZF4	64376	IKZF5
1025	CDK9	7186	TRAF2
9246	UBE2L6	23013	SPEN
1080	CFTR	9368	SLC9A3R1
1975	EIF4B	7534	YWHAZ
10133	OPTN	84557	MAP1LC3A
8517	IKBKG	90933	TRIM41
4193	MDM2	23429	RYBP
6045	RNF2	7321	UBE2D1
7128	TNFAIP3	7533	YWHAH
5194	PEX13	5824	PEX19
3376	IARS	7965	AIMP2
2063	NR2F6	7068	THRB
6478	SIAH2	57630	SH3RF1
8871	SYNJ2	50618	ITSN2
23369	PUM2	340719	NANOS1
580	BARD1	602	BCL3
23221	RHOBTB2	23221	RHOBTB2
1616	DAXX	6548	SLC9A1
7852	CXCR4	83737	ITCH
2908	NR3C1	7110	TMF1
348	APOE	27250	PDCD4
1499	CTNNB1	8945	BTRC
4690	NCK1	10006	ABI1
367	AR	3065	HDAC1
3183	HNRNPC	3183	HNRNPC
5310	PKD1	6477	SIAH1
115548	FCHO2	115548	FCHO2
4086	SMAD1	51588	PIAS4
23164	MPRIP	54776	PPP1R12C
1439	CSF2RB	3567	IL5
4791	NFKB2	5717	PSMD11
602	BCL3	6256	RXRA
23468	CBX5	25936	NSL1
8452	CUL3	26249	KLHL3
84675	TRIM55	84676	TRIM63
4261	CIITA	5993	RFX5
590	BCHE	590	BCHE
335	APOA1	128240	APOA1BP
10155	TRIM28	10155	TRIM28
7531	YWHAE	9759	HDAC4
2773	GNAI3	60626	RIC8A
4851	NOTCH1	55534	MAML3
6714	SRC	84708	LNX1
27238	GPKOW	84811	BUD13
718	C3	11326	VSIG4
1445	CSK	3903	LAIR1
996	CDC27	5536	PPP5C
5432	POLR2C	5439	POLR2J
2059	EPS8	10295	BCKDK
4999	ORC2	81620	CDT1
4342	MOS	4654	MYOD1
5887	RAD23B	7763	ZFAND5
3454	IFNAR1	3716	JAK1
3480	IGF1R	7534	YWHAZ
867	CBL	7535	ZAP70
1054	CEBPG	55509	BATF3
6643	SNX2	58533	SNX6
330	BIRC3	7186	TRAF2
4086	SMAD1	9839	ZEB2
5000	ORC4	23595	ORC3
351	APP	3437	IFIT3
773	CACNA1A	4147	MATN2
2917	GRM7	9463	PICK1
1432	MAPK14	55249	YY1AP1
2773	GNAI3	8601	RGS20
9246	UBE2L6	10425	ARIH2
53615	MBD3	125997	MBD3L2
6477	SIAH1	9627	SNCAIP
3791	KDR	25759	SHC2
2899	GRIK3	9463	PICK1
8626	TP63	10399	GNB2L1
4149	MAX	83463	MXD3
5695	PSMB7	5696	PSMB8
7704	ZBTB16	9507	ADAMTS4
2332	FMR1	9513	FXR2
1655	DDX5	10499	NCOA2
3981	LIG4	283871	PGP
580	BARD1	150684	COMMD1
8078	USP5	26994	RNF11
5621	PRNP	29777	ABT1
1894	ECT2	199720	GGN
23677	SH3BP4	59338	PLEKHA1
7128	TNFAIP3	7531	YWHAE
30011	SH3KBP1	201176	ARHGAP27
7040	TGFB1	7046	TGFBR1
3039	HBA1	51327	AHSP
2316	FLNA	4000	LMNA
2643	GCH1	10598	AHSA1
5705	PSMC5	51177	PLEKHO1
6605	SMARCE1	27185	DISC1
79648	MCPH1	79648	MCPH1
2318	FLNC	3636	INPPL1
175	AGA	175	AGA
7157	TP53	10210	TOPORS
4790	NFKB1	27043	PELP1
9648	GCC2	9648	GCC2
5571	PRKAG1	51422	PRKAG2
4609	MYC	8019	BRD3
5710	PSMD4	5710	PSMD4
998	CDC42	9743	ARHGAP32
6667	SP1	6721	SREBF2
1642	DDB1	8816	DCAF5
10013	HDAC6	203068	TUBB
7158	TP53BP1	10987	COPS5
2861	GPR37	5071	PARK2
7010	TEK	8517	IKBKG
2247	FGF2	2263	FGFR2
1410	CRYAB	1410	CRYAB
4800	NFYA	4802	NFYC
7186	TRAF2	8717	TRADD
84676	TRIM63	84676	TRIM63
7415	VCP	55666	NPLOC4
5817	PVR	6993	DYNLT1
5518	PPP2R1A	5528	PPP2R5D
7332	UBE2L3	22888	UBOX5
3687	ITGAX	3689	ITGB2
8725	URI1	8725	URI1
1815	DRD4	2885	GRB2
659	BMPR2	2274	FHL2
7408	VASP	7414	VCL
673	BRAF	3265	HRAS
2253	FGF8	2261	FGFR3
4089	SMAD4	4089	SMAD4
6500	SKP1	93611	FBXO44
3299	HSF4	78986	DUSP26
641	BLM	5892	RAD51D
4088	SMAD3	6667	SP1
8517	IKBKG	653784	MZT2A
7157	TP53	7337	UBE3A
2060	EPS15	29924	EPN1
2811	GP1BA	7534	YWHAZ
5159	PDGFRB	5894	RAF1
5468	PPARG	8204	NRIP1
23325	KIAA1033	100287171	WASH1
2006	ELN	10516	FBLN5
2192	FBLN1	4856	NOV
8906	AP1G2	9135	RABEP1
1871	E2F3	7030	TFE3
1408	CRY2	5536	PPP5C
801	CALM1	3014	H2AFX
2897	GRIK1	9463	PICK1
4015	LOX	30008	EFEMP2
273	AMPH	8867	SYNJ1
7159	TP53BP2	7159	TP53BP2
5111	PCNA	146059	CDAN1
3799	KIF5B	23392	KIAA0368
673	BRAF	3326	HSP90AB1
2033	EP300	10498	CARM1
5570	PKIB	8655	DYNLL1
3098	HK1	7416	VDAC1
4830	NME1	6095	RORA
991	CDC20	8900	CCNA1
5119	CHMP1A	80856	KIAA1715
2107	ETF1	2935	GSPT1
1072	CFL1	6310	ATXN1
4313	MMP2	6354	CCL7
8900	CCNA1	388324	INCA1
2962	GTF2F1	8725	URI1
7052	TGM2	7052	TGM2
648	BMI1	648	BMI1
667	DST	10133	OPTN
22926	ATF6	22926	ATF6
3195	TLX1	5516	PPP2CB
5501	PPP1CC	163882	CNST
2316	FLNA	10019	SH2B3
862	RUNX1T1	1786	DNMT1
3714	JAG2	8328	GFI1B
8502	PKP4	55914	ERBB2IP
2188	FANCF	3280	HES1
2669	GEM	51291	GMIP
4085	MAD2L1	9587	MAD2L1BP
2033	EP300	7157	TP53
1485	CTAG1B	9947	MAGEC1
4617	MYF5	64100	ELSPBP1
5893	RAD52	6118	RPA2
8290	HIST3H3	11091	WDR5
4176	MCM7	4176	MCM7
6497	SKI	22938	SNW1
3568	IL5RA	9094	UNC119
3799	KIF5B	6616	SNAP25
1314	COPA	1315	COPB1
824	CAPN2	826	CAPNS1
2872	MKNK2	2872	MKNK2
6632	SNRPD1	6633	SNRPD2
2314	FLII	9208	LRRFIP1
1822	ATN1	54477	PLEKHA5
699	BUB1	701	BUB1B
5925	RB1	8091	HMGA2
1017	CDK2	115426	UHRF2
4193	MDM2	6262	RYR2
207	AKT1	207	AKT1
3953	LEPR	5781	PTPN11
8766	RAB11A	9727	RAB11FIP3
2099	ESR1	5469	MED1
367	AR	2580	GAK
1398	CRK	7535	ZAP70
3665	IRF7	4615	MYD88
2782	GNB1	80232	WDR26
8575	PRKRA	8575	PRKRA
2739	GLO1	2739	GLO1
641	BLM	7013	TERF1
5001	ORC5	8317	CDC7
396	ARHGDIA	5880	RAC2
3066	HDAC2	3667	IRS1
3458	IFNG	3459	IFNGR1
1965	EIF2S1	5610	EIF2AK2
599	BCL2L2	7159	TP53BP2
4690	NCK1	29760	BLNK
9135	RABEP1	26088	GGA1
7528	YY1	8726	EED
1973	EIF4A1	1982	EIF4G2
329	BIRC2	7186	TRAF2
1460	CSNK2B	50813	COPS7A
367	AR	1329	COX5B
7531	YWHAE	9156	EXO1
